日期,收盤,開盤,最高,最低,成交量
2005/10/11, NT$46.40 , NT$47.40 , NT$47.60 , NT$46.12 ,"23,800,000"
2005/10/17, NT$44.60 , NT$46.50 , NT$46.50 , NT$43.93 ,"46,148,000"
2005/10/24, NT$44.50 , NT$44.73 , NT$45.27 , NT$44.15 ,"23,914,000"
2005/10/31, NT$46.35 , NT$44.70 , NT$46.67 , NT$44.60 ,"15,783,000"
2005/11/7, NT$47.97 , NT$46.40 , NT$47.98 , NT$46.25 ,"43,624,000"
2005/11/14, NT$48.15 , NT$47.93 , NT$48.39 , NT$47.01 ,"47,428,000"
2005/11/21, NT$48.27 , NT$48.25 , NT$48.50 , NT$47.82 ,"38,797,000"
2005/11/28, NT$49.05 , NT$48.33 , NT$49.35 , NT$48.33 ,"32,774,000"
2005/12/5, NT$49.10 , NT$49.51 , NT$50.35 , NT$48.90 ,"39,488,000"
2005/12/12, NT$49.78 , NT$49.29 , NT$50.00 , NT$48.70 ,"24,342,000"
2005/12/19, NT$51.00 , NT$49.81 , NT$51.00 , NT$49.81 ,"57,630,000"
2005/12/26, NT$51.25 , NT$51.15 , NT$51.60 , NT$50.75 ,"40,592,000"
2006/1/2, NT$52.30 , NT$50.75 , NT$52.80 , NT$50.35 ,"33,737,000"
2006/1/9, NT$52.45 , NT$52.80 , NT$53.25 , NT$52.00 ,"36,576,000"
2006/1/16, NT$51.30 , NT$52.35 , NT$53.15 , NT$50.70 ,"36,695,000"
2006/1/23, NT$51.35 , NT$50.80 , NT$51.50 , NT$50.40 ,"14,707,000"
2006/2/3, NT$51.60 , NT$51.80 , NT$52.30 , NT$51.55 ,"3,852,000"
2006/2/6, NT$52.10 , NT$51.55 , NT$53.15 , NT$51.45 ,"23,478,000"
2006/2/13, NT$52.95 , NT$52.10 , NT$53.20 , NT$51.60 ,"27,965,000"
2006/2/20, NT$52.05 , NT$52.50 , NT$53.30 , NT$51.60 ,"11,365,000"
2006/2/27, NT$52.05 , NT$52.00 , NT$53.30 , NT$51.80 ,"16,304,000"
2006/3/6, NT$51.60 , NT$54.50 , NT$54.50 , NT$51.10 ,"13,025,000"
2006/3/13, NT$52.00 , NT$52.00 , NT$52.65 , NT$51.15 ,"10,843,000"
2006/3/20, NT$50.90 , NT$52.30 , NT$52.30 , NT$50.40 ,"10,606,000"
2006/3/27, NT$52.80 , NT$50.90 , NT$53.00 , NT$50.85 ,"11,985,000"
2006/4/3, NT$53.90 , NT$52.80 , NT$54.20 , NT$52.65 ,"13,008,000"
2006/4/10, NT$55.05 , NT$53.45 , NT$55.20 , NT$53.30 ,"12,970,000"
2006/4/17, NT$56.25 , NT$55.15 , NT$56.60 , NT$54.75 ,"15,522,000"
2006/4/24, NT$56.80 , NT$55.85 , NT$57.05 , NT$55.70 ,"13,321,000"
2006/5/2, NT$58.40 , NT$56.80 , NT$59.10 , NT$56.50 ,"12,077,000"
2006/5/8, NT$57.50 , NT$58.60 , NT$59.30 , NT$56.70 ,"31,369,000"
2006/5/15, NT$54.75 , NT$56.90 , NT$56.90 , NT$54.40 ,"40,620,000"
2006/5/22, NT$53.30 , NT$55.10 , NT$55.20 , NT$52.70 ,"32,388,000"
2006/5/29, NT$54.30 , NT$53.80 , NT$54.30 , NT$53.00 ,"14,007,000"
2006/6/5, NT$50.80 , NT$54.30 , NT$54.30 , NT$49.40 ,"63,090,000"
2006/6/12, NT$51.90 , NT$50.35 , NT$52.35 , NT$49.41 ,"37,949,000"
2006/6/19, NT$51.15 , NT$51.90 , NT$52.10 , NT$49.90 ,"48,100,000"
2006/6/26, NT$53.10 , NT$51.45 , NT$53.20 , NT$51.05 ,"33,133,000"
2006/7/3, NT$52.30 , NT$53.20 , NT$53.55 , NT$52.15 ,"28,162,000"
2006/7/10, NT$50.80 , NT$52.00 , NT$53.30 , NT$50.65 ,"30,509,000"
2006/7/17, NT$51.20 , NT$50.55 , NT$51.35 , NT$49.30 ,"30,286,000"
2006/7/24, NT$51.55 , NT$50.20 , NT$51.75 , NT$50.05 ,"18,950,000"
2006/7/31, NT$51.45 , NT$52.00 , NT$52.15 , NT$51.20 ,"24,335,000"
2006/8/7, NT$53.00 , NT$51.35 , NT$53.35 , NT$51.25 ,"34,075,000"
2006/8/14, NT$54.60 , NT$53.10 , NT$54.90 , NT$53.10 ,"43,513,000"
2006/8/21, NT$53.20 , NT$54.50 , NT$54.55 , NT$52.50 ,"29,911,000"
