日期,收盤,開盤,最高,最低,成交量
2019/8/22, NT$254.00 , NT$257.00 , NT$257.50 , NT$254.00 ,"22,136,840"
2019/8/23, NT$254.00 , NT$253.50 , NT$254.50 , NT$253.00 ,"14,772,877"
2019/8/26, NT$248.50 , NT$249.00 , NT$250.50 , NT$248.50 ,"31,740,620"
2019/8/27, NT$250.00 , NT$250.50 , NT$251.00 , NT$248.50 ,"53,664,951"
2019/8/28, NT$252.00 , NT$250.50 , NT$253.00 , NT$250.50 ,"15,280,882"
2019/8/29, NT$254.00 , NT$253.00 , NT$254.00 , NT$251.00 ,"20,085,767"
2019/8/30, NT$259.00 , NT$256.50 , NT$259.00 , NT$256.00 ,"35,299,201"
2019/9/2, NT$257.50 , NT$258.00 , NT$258.00 , NT$256.00 ,"14,776,854"
2019/9/3, NT$254.00 , NT$256.50 , NT$258.00 , NT$253.00 ,"26,086,495"
2019/9/4, NT$257.50 , NT$254.00 , NT$258.00 , NT$254.00 ,"23,697,733"
2019/9/5, NT$263.00 , NT$263.00 , NT$263.00 , NT$260.50 ,"49,041,728"
2019/9/6, NT$263.50 , NT$265.00 , NT$265.00 , NT$263.00 ,"26,609,515"
2019/9/9, NT$265.00 , NT$265.50 , NT$266.00 , NT$263.50 ,"17,317,833"
2019/9/10, NT$261.50 , NT$263.50 , NT$264.00 , NT$260.50 ,"30,019,866"
2019/9/11, NT$263.00 , NT$264.00 , NT$264.50 , NT$260.50 ,"36,266,015"
2019/9/12, NT$262.50 , NT$265.00 , NT$265.00 , NT$261.50 ,"38,792,293"
2019/9/16, NT$265.50 , NT$262.00 , NT$265.50 , NT$261.50 ,"38,913,966"
2019/9/17, NT$265.00 , NT$266.50 , NT$266.50 , NT$264.50 ,"30,069,844"
2019/9/18, NT$267.00 , NT$267.00 , NT$269.50 , NT$266.50 ,"51,360,759"
2019/9/19, NT$265.00 , NT$268.00 , NT$268.00 , NT$264.00 ,"27,165,567"
2019/9/20, NT$264.00 , NT$266.00 , NT$266.50 , NT$264.00 ,"44,555,865"
2019/9/23, NT$264.00 , NT$264.00 , NT$264.00 , NT$263.00 ,"14,220,208"
2019/9/24, NT$265.00 , NT$263.50 , NT$265.50 , NT$262.00 ,"24,304,943"
2019/9/25, NT$266.00 , NT$262.50 , NT$266.00 , NT$262.00 ,"23,244,163"
2019/9/26, NT$268.00 , NT$269.00 , NT$269.50 , NT$266.50 ,"34,128,103"
2019/9/27, NT$272.00 , NT$271.50 , NT$272.50 , NT$271.00 ,"44,242,817"
2019/10/1, NT$280.00 , NT$273.00 , NT$280.50 , NT$273.00 ,"75,248,890"
2019/10/2, NT$279.50 , NT$280.00 , NT$281.00 , NT$279.00 ,"30,572,953"
