日期,收盤,開盤,最高,最低,成交量
2018/10/1, NT$77.55 , NT$86.90 , NT$87.40 , NT$74.50 ,"440,310,531"
2018/11/1, NT$76.75 , NT$77.85 , NT$79.40 , NT$74.85 ,"190,845,689"
2018/12/1, NT$75.50 , NT$77.85 , NT$79.00 , NT$73.30 ,"176,828,857"
2019/1/1, NT$74.35 , NT$75.85 , NT$76.70 , NT$72.00 ,"194,014,907"
2019/2/1, NT$77.65 , NT$75.35 , NT$77.80 , NT$74.85 ,"144,582,214"
2019/3/1, NT$79.15 , NT$77.55 , NT$79.70 , NT$75.70 ,"183,328,766"
2019/4/1, NT$82.80 , NT$80.00 , NT$83.55 , NT$79.60 ,"170,931,722"
2019/5/1, NT$78.45 , NT$82.95 , NT$83.80 , NT$76.30 ,"309,766,876"
2019/6/1, NT$80.90 , NT$78.20 , NT$81.60 , NT$77.45 ,"166,004,534"
2019/7/1, NT$82.80 , NT$82.05 , NT$83.90 , NT$81.35 ,"137,406,809"
2019/8/1, NT$81.85 , NT$82.20 , NT$82.55 , NT$78.50 ,"199,544,130"
2019/9/1, NT$84.60 , NT$81.80 , NT$85.20 , NT$81.20 ,"172,881,804"
2019/10/1, NT$90.10 , NT$84.80 , NT$90.60 , NT$84.30 ,"114,576,711"
2019/11/1, NT$91.50 , NT$90.00 , NT$93.60 , NT$89.75 ,"71,502,073"
2019/12/1, NT$96.95 , NT$91.95 , NT$98.30 , NT$91.40 ,"75,774,637"
2020/1/1, NT$89.95 , NT$97.05 , NT$98.85 , NT$89.65 ,"159,092,222"
2020/2/1, NT$88.65 , NT$88.50 , NT$93.25 , NT$87.60 ,"181,350,985"
2020/3/1, NT$76.15 , NT$87.50 , NT$90.25 , NT$67.25 ,"626,874,673"
2020/4/1, NT$85.50 , NT$76.50 , NT$85.50 , NT$75.75 ,"274,530,989"
2020/5/1, NT$84.45 , NT$82.40 , NT$85.40 , NT$82.15 ,"162,541,289"
2020/6/1, NT$89.90 , NT$84.45 , NT$90.85 , NT$84.40 ,"223,451,453"
2020/7/1, NT$103.80 , NT$89.95 , NT$108.70 , NT$89.95 ,"295,036,652"
2020/8/1, NT$101.80 , NT$103.45 , NT$105.95 , NT$98.70 ,"123,334,823"
2020/9/1, NT$103.00 , NT$102.45 , NT$107.00 , NT$100.05 ,"139,749,993"
2020/10/1, NT$103.00 , NT$103.45 , NT$107.70 , NT$102.70 ,"98,302,070"
2020/11/1, NT$113.30 , NT$103.15 , NT$115.95 , NT$102.30 ,"143,012,988"
2020/12/1, NT$122.25 , NT$113.80 , NT$122.40 , NT$113.35 ,"131,351,140"
2021/1/1, NT$128.20 , NT$122.20 , NT$143.25 , NT$122.00 ,"272,528,991"
2021/2/1, NT$133.40 , NT$128.20 , NT$141.25 , NT$127.55 ,"152,867,877"
2021/3/1, NT$134.75 , NT$135.50 , NT$136.05 , NT$129.50 ,"188,681,103"
2021/4/1, NT$140.60 , NT$135.70 , NT$142.00 , NT$135.20 ,"131,975,204"
2021/5/1, NT$137.10 , NT$140.40 , NT$140.40 , NT$121.20 ,"298,704,332"
2021/6/1, NT$138.95 , NT$137.20 , NT$139.35 , NT$134.50 ,"132,077,926"
2021/7/1, NT$136.05 , NT$139.00 , NT$141.85 , NT$133.75 ,"212,573,089"
2021/8/1, NT$140.35 , NT$137.00 , NT$140.35 , NT$130.20 ,"223,622,530"
2021/9/1, NT$137.05 , NT$140.15 , NT$143.50 , NT$135.20 ,"219,420,650"
2021/10/1, NT$135.80 , NT$136.30 , NT$137.80 , NT$130.90 ,"243,805,388"
2021/11/1, NT$138.00 , NT$136.20 , NT$143.55 , NT$136.15 ,"155,616,943"
2021/12/1, NT$145.50 , NT$138.10 , NT$146.15 , NT$138.05 ,"176,898,537"
2022/1/1, NT$141.55 , NT$146.00 , NT$152.40 , NT$141.05 ,"252,487,891"
2022/2/1, NT$138.50 , NT$142.60 , NT$145.05 , NT$137.85 ,"180,923,773"
2022/3/1, NT$138.10 , NT$139.05 , NT$140.80 , NT$131.00 ,"335,853,042"
2022/4/1, NT$128.75 , NT$136.60 , NT$136.95 , NT$125.95 ,"269,187,707"
2022/5/1, NT$129.80 , NT$128.55 , NT$129.80 , NT$121.20 ,"181,375,777"
2022/6/1, NT$115.80 , NT$129.30 , NT$130.05 , NT$115.50 ,"226,861,253"
2022/7/1, NT$118.00 , NT$115.65 , NT$118.50 , NT$108.45 ,"329,356,067"
2022/8/1, NT$117.60 , NT$118.10 , NT$122.30 , NT$115.10 ,"222,041,585"
2022/9/1, NT$103.45 , NT$115.50 , NT$116.40 , NT$103.00 ,"256,057,227"
2022/10/1, NT$99.05 , NT$102.50 , NT$108.00 , NT$96.50 ,"288,658,052"
2022/11/1, NT$116.35 , NT$98.85 , NT$116.95 , NT$97.50 ,"322,750,136"
2022/12/1, NT$110.20 , NT$119.20 , NT$119.50 , NT$108.40 ,"213,756,335"
2023/1/1, NT$118.30 , NT$109.60 , NT$121.00 , NT$108.45 ,"246,404,673"
2023/2/1, NT$118.80 , NT$119.10 , NT$121.80 , NT$117.10 ,"158,444,694"
2023/3/1, NT$121.60 , NT$117.30 , NT$122.35 , NT$116.50 ,"237,351,047"
2023/4/1, NT$117.40 , NT$120.85 , NT$121.65 , NT$115.50 ,"128,691,860"
2023/5/1, NT$126.15 , NT$117.45 , NT$127.55 , NT$116.65 ,"254,361,215"
2023/6/1, NT$129.10 , NT$125.35 , NT$132.00 , NT$124.90 ,"190,398,645"
2023/7/1, NT$128.80 , NT$129.60 , NT$132.50 , NT$126.50 ,"190,594,431"
2023/8/1, NT$125.70 , NT$129.00 , NT$129.55 , NT$122.90 ,"195,503,812"
2023/9/1, NT$122.65 , NT$125.50 , NT$127.35 , NT$121.55 ,"141,183,125"
2023/10/1, NT$121.15 , NT$123.60 , NT$127.40 , NT$121.10 ,"178,969,287"
2023/11/1, NT$131.35 , NT$122.00 , NT$132.70 , NT$121.25 ,"290,996,742"
2023/12/1, NT$135.45 , NT$131.00 , NT$136.00 , NT$129.90 ,"220,666,927"
