日期,收盤,開盤,最高,最低,成交量
2001/6/1,43.01 ,43.44 ,47.52 ,40.32 ,"474,611,000"
2001/7/1,44.36 ,43.35 ,45.70 ,37.63 ,"641,881,000"
2001/8/1,43.01 ,46.04 ,47.72 ,40.32 ,"857,420,000"
2001/9/1,31.38 ,43.01 ,44.36 ,29.64 ,"558,564,000"
2001/10/1,40.99 ,31.32 ,45.03 ,29.30 ,"1,009,548,000"
2001/11/1,49.06 ,42.00 ,53.43 ,40.66 ,"1,240,479,000"
2001/12/1,58.80 ,50.74 ,60.48 ,50.40 ,"1,228,856,000"
2002/1/1,58.80 ,58.80 ,62.50 ,55.44 ,"1,062,601,000"
2002/2/1,55.11 ,58.47 ,59.81 ,53.76 ,"405,911,000"
2002/3/1,64.85 ,54.44 ,65.52 ,54.44 ,"977,532,000"
2002/4/1,58.80 ,64.52 ,65.52 ,58.47 ,"673,951,000"
2002/5/1,57.46 ,58.80 ,60.82 ,53.76 ,"652,764,000"
2002/6/1,50.27 ,56.45 ,57.12 ,48.05 ,"953,154,000"
2002/7/1,37.33 ,50.27 ,52.86 ,36.96 ,"1,361,503,000"
2002/8/1,36.89 ,36.96 ,41.03 ,32.31 ,"1,014,366,000"
2002/9/1,30.38 ,36.81 ,37.70 ,29.57 ,"851,254,000"
2002/10/1,34.38 ,29.87 ,35.19 ,25.80 ,"1,814,181,000"
2002/11/1,37.33 ,34.30 ,38.81 ,33.27 ,"1,352,587,000"
2002/12/1,31.49 ,37.70 ,39.92 ,31.42 ,"868,981,000"
2003/1/1,35.26 ,31.79 ,38.07 ,31.34 ,"869,858,000"
2003/2/1,31.05 ,32.90 ,33.93 ,29.64 ,"773,461,000"
2003/3/1,31.27 ,31.71 ,36.74 ,30.31 ,"1,086,870,000"
2003/4/1,35.34 ,30.68 ,35.78 ,30.60 ,"1,254,833,000"
2003/5/1,39.55 ,35.26 ,40.66 ,34.52 ,"1,045,371,000"
2003/6/1,42.14 ,40.66 ,44.35 ,40.29 ,"998,038,000"
2003/7/1,47.11 ,42.14 ,49.90 ,42.14 ,"1,034,391,000"
2003/8/1,53.49 ,47.50 ,53.89 ,44.71 ,"955,157,000"
2003/9/1,53.09 ,53.89 ,57.88 ,52.29 ,"765,402,000"
2003/10/1,53.49 ,53.09 ,57.08 ,51.50 ,"852,344,000"
2003/11/1,50.70 ,53.49 ,55.89 ,50.30 ,"672,876,000"
2003/12/1,50.70 ,50.30 ,53.49 ,46.71 ,"813,320,000"
2004/1/1,52.69 ,50.70 ,54.69 ,50.70 ,"558,023,000"
2004/2/1,50.70 ,52.69 ,53.09 ,49.10 ,"759,783,000"
2004/3/1,47.90 ,50.70 ,54.69 ,43.91 ,"1,625,681,000"
2004/4/1,45.91 ,47.50 ,51.50 ,45.11 ,"1,110,964,000"
2004/5/1,44.71 ,45.91 ,47.50 ,41.12 ,"1,025,144,000"
2004/6/1,44.09 ,44.71 ,45.51 ,38.53 ,"1,094,025,000"
2004/7/1,39.08 ,44.18 ,44.45 ,37.07 ,"1,093,164,000"
2004/8/1,42.81 ,39.08 ,44.45 ,38.62 ,"948,241,000"
2004/9/1,39.44 ,42.81 ,43.27 ,38.71 ,"930,292,000"
2004/10/1,39.90 ,39.99 ,41.45 ,37.62 ,"872,508,000"
2004/11/1,43.08 ,40.17 ,46.46 ,39.62 ,"1,537,119,000"
2004/12/1,46.00 ,42.17 ,46.91 ,42.08 ,"1,054,418,000"
2005/1/1,47.37 ,46.46 ,47.82 ,42.08 ,"938,054,000"
2005/2/1,50.10 ,47.82 ,50.55 ,47.37 ,"871,154,000"
2005/3/1,46.91 ,49.64 ,50.01 ,45.36 ,"865,023,000"
2005/4/1,47.27 ,46.91 ,48.28 ,44.72 ,"749,051,000"
2005/5/1,51.83 ,47.55 ,52.01 ,47.55 ,"909,898,000"
2005/6/1,52.70 ,51.28 ,54.99 ,50.83 ,"1,095,768,000"
2005/7/1,50.88 ,52.70 ,55.28 ,50.50 ,"989,776,000"
2005/8/1,51.65 ,50.88 ,53.66 ,48.87 ,"831,865,000"
2005/9/1,50.98 ,50.69 ,51.74 ,48.30 ,"798,022,000"
2005/10/1,49.73 ,51.07 ,52.41 ,46.58 ,"844,792,000"
2005/11/1,56.91 ,50.21 ,57.58 ,49.54 ,"1,098,487,000"
2005/12/1,59.78 ,56.91 ,61.50 ,56.72 ,"2,744,856,000"
2006/1/1,60.73 ,59.11 ,65.42 ,57.39 ,"873,027,000"
2006/2/1,58.25 ,61.21 ,63.60 ,57.67 ,"686,520,000"
2006/3/1,61.40 ,57.67 ,61.98 ,56.33 ,"1,008,122,000"
2006/4/1,65.13 ,61.40 ,66.95 ,61.02 ,"796,074,000"
2006/5/1,57.67 ,63.70 ,66.85 ,56.72 ,"1,039,455,000"
2006/6/1,57.53 ,58.82 ,60.16 ,53.39 ,"1,134,181,000"
2006/7/1,53.98 ,57.63 ,58.42 ,51.52 ,"846,611,000"
2006/8/1,57.23 ,54.08 ,59.40 ,53.59 ,"808,179,000"
2006/9/1,58.81 ,57.43 ,60.19 ,55.36 ,"744,624,000"
2006/10/1,60.09 ,58.91 ,64.23 ,57.63 ,"785,414,000"
2006/11/1,64.52 ,60.49 ,64.52 ,59.01 ,"894,632,000"
2006/12/1,66.49 ,64.43 ,66.99 ,62.46 ,"707,732,000"
2007/1/1,66.40 ,66.79 ,70.63 ,63.05 ,"1,246,850,000"
2007/2/1,68.27 ,66.79 ,69.06 ,64.82 ,"596,046,000"
2007/3/1,66.89 ,65.71 ,69.75 ,62.36 ,"1,934,483,000"
2007/4/1,67.68 ,66.79 ,69.45 ,66.20 ,"749,827,000"
2007/5/1,67.18 ,67.68 ,68.56 ,65.31 ,"1,080,117,393"
2007/6/1,70.19 ,67.78 ,70.29 ,63.26 ,"1,536,506,828"
2007/7/1,64.35 ,70.19 ,72.37 ,62.47 ,"1,566,033,576"
2007/8/1,62.08 ,63.36 ,63.86 ,58.02 ,"1,530,745,468"
2007/9/1,62.97 ,62.08 ,63.26 ,59.70 ,"743,889,281"
2007/10/1,63.16 ,62.87 ,64.95 ,59.01 ,"1,287,033,654"
2007/11/1,60.00 ,63.76 ,63.76 ,56.83 ,"1,441,621,102"
2007/12/1,61.38 ,60.10 ,62.87 ,58.02 ,"1,735,968,314"
2008/1/1,59.30 ,61.38 ,61.38 ,49.11 ,"1,534,355,327"
2008/2/1,60.99 ,60.39 ,62.97 ,59.11 ,"884,779,927"
2008/3/1,62.47 ,59.50 ,68.61 ,58.91 ,"1,398,676,690"
2008/4/1,66.04 ,61.88 ,66.83 ,61.18 ,"1,082,655,829"
2008/5/1,64.95 ,67.32 ,69.10 ,63.86 ,"1,446,189,981"
2008/6/1,64.35 ,65.84 ,68.21 ,61.98 ,"1,478,558,503"
2008/7/1,55.92 ,63.36 ,64.45 ,52.94 ,"1,332,847,892"
2008/8/1,58.61 ,54.73 ,61.89 ,54.73 ,"1,539,327,784"
2008/9/1,52.24 ,57.31 ,57.31 ,49.55 ,"1,609,310,994"
2008/10/1,47.76 ,53.73 ,53.73 ,36.32 ,"1,475,921,892"
2008/11/1,40.60 ,49.25 ,49.25 ,36.22 ,"1,230,277,069"
2008/12/1,44.18 ,39.60 ,45.87 ,36.32 ,"1,289,940,558"
2009/1/1,40.00 ,45.77 ,46.87 ,38.51 ,"761,574,420"
2009/2/1,44.73 ,41.00 ,46.72 ,40.35 ,"1,434,713,895"
2009/3/1,51.14 ,45.77 ,52.74 ,43.93 ,"1,580,808,798"
2009/4/1,54.93 ,51.64 ,54.93 ,49.35 ,"1,801,014,850"
2009/5/1,60.10 ,58.61 ,60.60 ,53.93 ,"1,765,101,894"
